"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"South Africa","ZAF","Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1397399902343","","","","","77.0829238891601","","","",
"South Africa","ZAF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04036998748779","1.04732000827789","1.05122005939484","","","1.03219997882843","","","","1.0359799861908","1.0314199924469","1.01216995716095","1.01854002475739","1.0132999420166","1.00902998447418","1.0083099603653","1.00670003890991","1.00494003295898","1.00362002849579","1.00006997585297","1.00113999843597","1.00054001808167","0.998080015182495","0.998199999332428","1.01515007019043","1.01610994338989","0.955309987068176","1.01780998706818","1.01267004013062","1.00301003456116","1.00258004665375","1.00926995277405","","","","",
"South Africa","ZAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","78","","","","","","","","","","","","","","","","84","","","","","","","","","","","91","","94","94","94","95","","95","95","91.5023574829102","88","","96","","91","","","",
"South Africa","ZAF","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","","1","1","1.01933002471924","1","","1","","1","","","",
"South Africa","ZAF","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.6086959838867","","54.347827911377","","58.152172088623","","63.2432441711426","65.9459457397461","63.6815910339355","62.7450981140137","64.2156829833984","59.7087364196777","61.6504859924316","55.9808616638184","54.5454559326172","55.9241714477539","54.502368927002","54.028434753418","49.519229888916","48.5714302062988","45.7142868041992","45.238094329834","38.5714302062988","41.9047622680664","40.476188659668","36.1904754638672","31.6037731170654","31.1320762634277","",
"South Africa","ZAF","Rule of Law: Standard Error","RL.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.194236099720001","","0.197575494647026","","0.162370502948761","","0.171754539012909","0.171796157956123","0.164351671934128","0.155041471123695","0.147164508700371","0.147800222039223","0.148105800151825","0.146277710795403","0.14626832306385","0.135697811841965","0.142409667372704","0.139144718647003","0.153201341629028","0.151072666049004","0.16352678835392","0.153543189167976","0.147397115826607","0.149852618575096","0.144151031970978","0.151247352361679","0.158721745014191","0.160359472036362","",
"South Africa","ZAF","Rule of Law: Number of Sources","RL.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","8","","9","","11","11","12","13","16","16","15","16","16","17","17","17","15","15","14","14","14","14","13","12","12","12","",
"South Africa","ZAF","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.7872352600098","","45.2127647399902","","58.201057434082","","51.8518524169922","49.2462310791016","55.8252410888672","55.3398056030273","59.4202880859375","67.1497573852539","59.6153831481934","53.0805702209473","57.8199043273926","60.6635055541992","57.8199043273926","58.2938385009766","52.3809509277344","51.4285697937012","52.3809509277344","48.5714302062988","52.3584899902344","50.9433975219727","51.4150924682617","33.0188674926758","35.3773574829102","35.5450248718262","",
"South Africa","ZAF","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.379187554121017","","-0.546053230762482","","-0.227864950895309","","-0.254789859056473","-0.312842577695847","-0.131729558110237","-0.162092119455338","0.0470300763845444","0.215346544981003","0.049528993666172","-0.114492610096931","-0.0294270031154156","0.0240315701812506","-0.0253867004066706","-0.0462945364415646","-0.146388962864876","-0.220544874668121","-0.149085000157356","-0.284803628921509","-0.237546816468239","-0.2832210958004","-0.252867221832275","-0.750981450080872","-0.681386351585388","-0.665642023086548","",
"South Africa","ZAF","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16686185417198","","","","","1.47199514450735","","","","1.96129389363714","","2.75088179018026","","3.14517209168239","1.20491954851226","0.244057105905981","1.17938836968229","","","",
"South Africa","ZAF","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8995400976733","","","","","","","","","44.2064061972573","","58.5056028614708","","54.1653268434003","71.6844679434216","58.1668594545014","50.3261937897078","","","",
"South Africa","ZAF","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2096456549151","","","","","79.7592685331624","","","","92.9860839622462","","94.7322540438018","","95.7978279475514","95.2150885399024","93.7996696038137","95.8320414713179","","","",
"South Africa","ZAF","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.1205152204791","65.579879119427","64.0015032841338","57.6057400262208","52.7574158619031","52.0373935792037","","","","","59.7304743041703","63.4437612199655","65.5983444388241","66.0452141707505","","","","","",
"South Africa","ZAF","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Voice and Accountability: Percentile Rank","VA.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","72.6368179321289","","70.6467666625977","","67.6616897583008","67.6616897583008","71.6346130371094","68.75","68.75","65.8653869628906","64.9038467407227","65.8767776489258","67.2985763549805","66.6666641235352","66.1971817016602","66.1971817016602","68.9655151367188","69.9507369995117","69.4581298828125","68.9655151367188","69.4174728393555","68.1159439086914","70.0483093261719","71.4975814819336","69.5652160644531","70.5882339477539","",
"South Africa","ZAF","Transport services (% of commercial service exports)","TX.VAL.TRAN.ZS.WT","19.4285714285714","19.4444444444444","18.0851063829787","17.4528301886792","17.9723502304147","18.859649122807","20","17.7257525083612","19.2660550458716","21.5297450424929","20.4878048780488","21.0079962253182","22.6351214912191","24.7016319897737","24.769728717219","20.4147599475539","23.3333333333333","23.8211382113821","25.1204404679972","27.6597047143602","26.398438947482","24.4329645904555","24.0919874732752","22.0034691646534","22.0256493948039","26.8351854747693","26.3465456462385","23.7371616329811","24.7441402448002","24.6505012702226","22.7687184884079","22.3597166284","26.8241253103199","25.9243799229186","25.8924005274867","24.7610258407811","21.1824605067081","21.208340631","21.2698166948384","21.7443365107313","24.3340659096353","24.7389214583214","23.1235069394672","17.5607997712345","17.6391322789668","17.4651393490882","17.822931618127","19.1597343691735","19.6804401762728","18.78778617214","19.7202828519494","19.668077578738","18.0659693109496","18.7457575069428","18.1125272045835","16.440711105123","15.0907086755927","14.5261444527665","13.4610944155659","14.2559655888429","16.2880314557142","13.8133048176862","12.6599403181519","12.0207259878825","12.0132384944879",
"South Africa","ZAF","Computer, communications and other services (% of commercial service exports)","TX.VAL.OTHR.ZS.WT","5.71428571428571","5","6.91489361702126","7.54716981132074","8.29493087557601","7.89473684210527","7.16981132075472","10.3678929765886","11.0091743119266","9.06515580736543","10.2439024390244","8.68685596913585","9.52108810740476","7.7874098433322","7.18462596398066","6.72745166413137","6.3063063063063","5.6910569105691","6.12525808671714","6.23754871464642","6.47363801949319","6.6186093521094","6.83781909453346","7.66333864364178","7.52246560594446","7.42889659338358","7.81828054269415","7.15432509423312","6.31962523909573","11.6119981109723","11.2163545055769","11.1321148565865","9.48899255821243","8.1057459257765","8.14536725012564","17.131628708621","15.3375222811942","15.2528899254874","13.5448125294116","12.7321940106942","11.6851186426844","14.7060544854655","12.7104130079248","10.6920174856393","11.6455153079035","11.8809518983215","10.8088049626765","12.4471518902416","14.0453788768477","14.3732958862451","15.0770482307709","17.0143598800217","17.0913529717191","18.4240741610671","18.8366725120007","20.865530255307","22.5244413528074","23.3817250350809","24.867767329282","24.4781035187363","40.4191300531593","47.5799344553554","38.8971780373009","37.8698952817753","47.5527604558879",
"South Africa","ZAF","Merchandise exports by the reporting economy, residual (% of total merchandise exports)","TX.VAL.MRCH.RS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0904536303413836","0.0590643763290968","0.0633187153359918","0.0871868226211073","0.0666815035543949","0.0129939911380754","0.035806660322573","0.036179586859174","0.0409574270378996","0.0618551787287892","0.046931249353169","0.0527728425620175","0.0453677103755476","0.0564103202424517","0.0479831586206529","0.015477277796348","0.00807170632171885","0.0054679741855505","0.0200308665726655","0.00541230926052072","0.0100195497175873","0.00157452382115228","0.00156286437249246","0.00159890793568982","0.0076336286478925","0.0111748684844036","",
"South Africa","ZAF","Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","TX.VAL.MRCH.R3.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55418219878964","1.79230757476142","2.21465039884891","1.72033962338643","1.58410989796754","1.2126705510877","1.23828492887251","1.32714814616886","1.63020575729719","1.57707833224117","1.50158899607464","1.26969562538659","1.50629929363599","1.85728722336933","1.93684713610207","1.46992853429696","1.34028328172779","1.41253957234102","1.16436319760632","1.02395527876118","1.21827483159043","1.07068094982475","0.948474484979466","0.905772760768373","1.04600043558682","1.11907136752265","",
"South Africa","ZAF","Merchandise exports to high-income economies (% of total merchandise exports)","TX.VAL.MRCH.HI.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.2842777470081","71.6600880316969","72.013653694061","74.4902780431056","72.9597910438924","74.949492245365","76.5135605337898","74.4439443464275","74.6113349712603","71.2031098580063","68.1358440339493","60.5165159046998","52.6705355045865","50.9371271428851","47.6450293709878","47.1064294748174","48.2212769005287","49.1104147422094","50.1815234466058","50.2832495195014","49.9234935829494","49.6153530426594","52.3429785976443","56.7292962324441","55.3442374108612","50.1301131666624","",
"South Africa","ZAF","Manufactures exports (% of merchandise exports)","TX.VAL.MANF.ZS.UN","","","","","","","","","","","","","","","29.8046973945773","26.7333399504925","32.9922388702978","38.6564562081383","36.7763162346819","37.8686248409852","18.202873065809","17.545769985685","19.0484165222833","18.060162844118","19.4050315793847","","","","","","","","28.4493001113036","38.635300811958","38.8613324979083","42.8365512635912","54.2731853529737","57.3106211584708","53.0790421979104","54.7716889849147","53.2483564625615","52.8232730110152","61.3015418957941","57.0750718128623","56.4914092599657","55.4860966879927","51.9811661200121","50.711826121429","51.5077988616118","46.8147314955972","48.6963177040941","41.1165116434021","43.4903269638026","42.3804646548217","45.7884422856055","47.64529995251","47.708438095805","44.0297498303507","43.4558465114563","42.9742326978661","38.3879710523322","36.0522527481127","37.2933613317767","40.4948203836485","39.1485966190257",
"South Africa","ZAF","Food exports (% of merchandise exports)","TX.VAL.FOOD.ZS.UN","","","","","","","","","","","","","","","27.2562120752079","28.6822149782737","23.1329095077788","18.9240833022021","17.1713591874959","14.6569101100514","8.73912427882463","9.8091648296579","9.40344311492755","6.44658485880985","5.73201398310376","","","","","","","","8.15792764576279","6.47221509122488","8.56625118857189","7.9238024517281","11.0126307451145","10.8021096741242","12.0917978601925","10.1848714227841","8.48738189444231","9.01874151732256","10.6178049019352","9.88110234922858","8.71929341977066","8.49176860148819","7.09889941759981","6.58148755599139","7.33952536602517","10.1489122953572","9.9634320083852","8.34447855065674","8.85234133331302","9.8201160727457","10.2716537401097","10.6741823466393","11.1621285328149","10.896464687171","11.1095317645991","10.9754562147879","11.8465597035344","9.65735993643473","10.3922243694966","11.6716750751014","12.1904334036691",
"South Africa","ZAF","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0224923315231","31.0224923315231","31.0224923315231","27.5225215566899","29.0624508546264","32.1558288727552","31.1200583437537","30.7179764265523","35.5952783867476","41.008142265564","39.9824267819302","42.7899581903324","44.6683960424011","45.8978381828858","47.9962726616655","47.5698320189389","47.769573120838","49.4876860635455","51.1381695529715","46.5070691079517","45.7228929344782","43.7381919127847","44.6771792010647","43.6202391393187","46.0857000427962","49.9288707902096","50.5645326015841","46.8725638690033","46.0245932549914","45.9937539199897","45.1059409294445","45.3521866850619","45.2729420077509","","",
"South Africa","ZAF","Commercial service imports (current US$)","TM.VAL.SERV.CD.WT","244999902.098039","236599905.454678","261799895.384762","333199866.853333","375199850.07014","446599821.538711","468999812.587675","527799789.091204","561399775.664649","648199740.979383","800799680.000448","929699993.053807","884007574.40099","1148128509.98454","1478068150.18358","1807671796.62364","1499599998.696","1769849998.461","2086099998.186","2424770632.20125","3320658915.52407","3901308410.6936","3387096545.25735","3170299124.27646","2891156752.43345","2217053847.49389","2651577634.98707","3089492204.23558","3187935948.76802","3288137403.63433","3679119008.74664","3668388403.83806","4216072552.7319","4537374746.87032","4897591639.43653","5767578099.64475","5519728785.33752","5819205495.69666","5476301454.59933","5595036733.4178","5684339318.23162","5118645654.23101","5375504295.67332","7845298463.60113","10062619129.4656","11859024508.9185","13664853271.8696","15697817489.2","16347611636.6579","14711574170.3497","18972881809.6282","20164195646.5488","18231148023.237","17519982537.4869","16725993148.2517","15301623001.0859","14893416255.8453","16198765296.9019","16578161513.3018","16081757213.8894","11046756253.3743","13343887140.0712","17947318091.6604","18304198597.0554","19523988884.4684",
"South Africa","ZAF","Merchandise imports by the reporting economy (current US$)","TM.VAL.MRCH.WL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28764787491.3152","26182508398.7484","28181004725","26591350266","27400738430","35887510943","49806981987","57211585977","71980194877","90697176845","95909650855","71091466324","87008084072","107634423857","109515502602","109063370460","105237630976","90012749568","78798363732","87430482678","97810843554","92388032347","72165493828","97660048010","116363020310","112463984247","",
"South Africa","ZAF","Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","TM.VAL.MRCH.R4.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49428995068582","2.97017943692921","4.4771487862557","4.41074850756885","4.15769726757689","3.93682832237653","5.26951098680309","4.48397355569082","4.40231137108595","3.99045533157576","5.55355978102002","4.75986794333096","4.11195721197514","4.0052424396562","1.40732775851942","0.304538439990552","0.567502237993366","0.402713511963274","0.2827152220542","0.32574531705252","0.274924121119087","0.255220499895901","0.320029486045576","0.317320852605221","0.348578288806364","0.477258140544952","",
"South Africa","ZAF","Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","TM.VAL.MRCH.OR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9333761177517","14.1173552803658","14.9966764146306","17.0767787817308","17.6298748821712","19.1015682193393","22.3960958042218","24.1761529413999","25.6903168845251","26.4223687942952","30.3503622362342","34.2704331247914","30.9932669540049","31.3766717773011","30.1441788684236","31.0303434629431","30.1595821348718","34.3373191968218","34.6946089476954","34.5453055260325","33.4164874081217","34.1941764408903","37.5543925987586","37.9256586288053","39.4809159530314","38.5733106767087","",
"South Africa","ZAF","Ores and metals imports (% of merchandise imports)","TM.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","3.10440302584628","2.84296064327687","2.78592209785098","2.81914554495803","2.32749832863369","2.48448833649647","2.06735098013051","1.67258482819616","1.58745999358362","1.65144217577582","2.01269765326095","2.37774991273701","","","","","","","1.58487630167985","1.67818886325396","1.59943626983369","2.37878395247296","2.27083312017788","2.19409721745523","2.3024762321982","2.61581351159209","2.6531685435066","2.12417740422162","2.53801904847202","2.70241092172999","2.80554677659474","2.55995275474809","3.19568108600238","3.29527139177005","3.3578904117666","1.86183575336231","2.334713682363","2.42264028186912","2.26033323961228","2.21626613631769","2.19833564248543","2.67352512578805","2.66733931323745","2.73582047195495","2.7727997631649","2.58708831328293","2.73258786112487","2.92588123130562","2.57705720000272","2.2576097056987","2.49245679438371",
"South Africa","ZAF","Fuel imports (% of merchandise imports)","TM.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","0.273081997248615","0.238728978248595","0.396487754862019","0.533474613362462","0.461527724955932","0.577621601381714","0.395988643429145","0.319163295649507","0.44453978195789","0.417037857591463","0.365119667172616","0.577664425963181","","","","","","","0.505278036408636","0.411137759656601","0.322430573099591","8.31788756308839","9.52050396409134","11.4267509451752","8.37314737770768","10.1184785345518","14.2907022069658","14.7259999275848","12.441145551833","11.9463035230083","14.4071352845764","14.2572650123005","18.3396710549378","18.5886766908891","22.3842243237052","21.4272473987198","19.0344326876612","20.7844157465864","22.0094805710983","21.5973569454151","23.3510201267482","15.6930175984679","13.4909050922564","14.7325930310396","18.5563603959241","16.8908744466706","13.9601687481702","16.5872059557308","22.8249151743158","21.0331701787206","19.4234390058562",
"South Africa","ZAF","Tariff rate, most favored nation, weighted mean, primary products (%)","TM.TAX.TCOM.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.28","","4.8","5.12","","7.31","","","5.67","2.95","","3","2.78","2.56","2.69","2.68","2.13","2.46","2.39","2.43","2","2.32","2.65","2.54","2.52","2.74","2.21","3.19","4.39","4.29","3.35","14.41","5.02","5.46","4.25","","",
"South Africa","ZAF","Bound rate, simple mean, primary products (%)","TM.TAX.TCOM.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.07","27","","27","27","27","26.86","26.86","26.86","26.86","26.86","27.16","27.16","27.16","27.16","27.16","27.32","27.32","27.32","27.32","27.32","27.54","27.54","27.54","27.54","27.54","","","",
"South Africa","ZAF","Tariff rate, most favored nation, simple mean, all products (%)","TM.TAX.MRCH.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","","10.54","10.45","","16.29","","","13.83","10.16","","9.48","8.43","8.6","7.69","7.67","7.98","8.06","8.04","7.85","7.8","7.72","7.69","7.68","7.61","7.59","7.56","7.6","7.67","7.82","7.87","10.18","7.82","7.89","7.64","","",
"South Africa","ZAF","Tariff rate, most favored nation, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.76","","11.41","12.3","","14.23","","","9.16","7.01","","6.13","6.23","6.16","5.86","6.14","6.72","7.36","7.38","7.02","6.19","6.83","7.06","7.05","7.06","7.28","7.19","7.27","7.29","7.47","7.5","7.63","7.02","7.06","7.06","","",
"South Africa","ZAF","Bound rate, simple mean, manufactured products (%)","TM.TAX.MANF.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.25","17.24","","17.24","17.24","17.24","17.13","17.13","17.13","17.13","17.13","17.07","17.07","17.07","17.07","17.07","17.12","17.12","17.12","17.12","17.12","17.15","17.15","17.15","17.15","17.15","","","",
"South Africa","ZAF","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23297835654104","6.97237004765265","7.33984415486319","7.60686130320118","8.97169584312186","8.11489965486597","7.62215307984037","6.92188720795371","8.43870624028331","7.20010130439346","7.00201644817718","6.25348262726698","6.27240105284074","6.40710784902047","7.82946074449942","7.90392574702104","6.80701705764734","5.7826401623603","5.31361109648876","5.43334883131814","5.68833255899986","5.95227780586972","6.07876402897447","5.80327714505027","5.64610913347343","2.01649923995716","","","","",
"South Africa","ZAF","International tourism, expenditures for passenger transport items (current US$)","ST.INT.TRNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","565000000","567000000","597000000","592000000","689000000","599000000","488000000","440000000","766000000","1080000000","1438000000","1846000000","2177000000","2501000000","2269000000","2544000000","3114000000","3076000000","3062000000","3145000000","2736000000","2496000000","2810000000","2946000000","2725000000","666000000","","","","",
"South Africa","ZAF","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Urban population","SP.URB.TOTL","7664244","7911777","8170332","8442236","8725145","9019350","9325619","9644306","9973573","10311065","10651838","10982174","11315776","11658574","12007017","12359654","12714424","13079199","13457906","13844331","14294507","14840199","15414375","16016722","16637292","17300982","18055886","18826957","19614356","20410698","21203135","21908658","22511188","23173071","23763995","24268911","24802769","25321805","25853016","26361049","26829636","27288122","27802281","28346513","28901509","29464386","30037465","30628406","31258622","31909770","32567422","33252371","34029306","34881241","35754152","36772735","37413963","37952754","38892657","39838076","40791186","41727671","42626286","43502131","44355700",
"South Africa","ZAF","Rural population","SP.RUR.TOTL","8775928","8996258","9248190","9512328","9786216","10070030","10364468","10669760","10983714","11303611","11628146","11959969","12293680","12635689","12982091","13331286","13681026","14039753","14411601","14789831","15224350","15700845","16200964","16722582","17255496","17741111","18124629","18499233","18866293","19217877","19543133","19779240","19932321","20124085","20240144","20272643","20320249","20345033","20370864","20369286","20330083","20278678","20217134","20153835","20089912","20025647","19960812","19900178","19855977","19818746","19776629","19742834","19753261","19797550","19840686","19950802","19845588","19682408","19720344","19749809","19771195","19774932","19752124","19710253","19651487",
"South Africa","ZAF","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Population, male","SP.POP.TOTL.MA.IN","8436594","8661650","8904329","9158959","9423628","9698401","9984588","10282510","10589871","10904859","11224879","11555535","11901551","12258321","12620247","12985232","13348900","13726795","14125295","14528941","14980010","15488840","16024093","16584372","17158630","17744485","18341279","18943364","19548924","20149689","20733554","21205467","21450812","22056379","22274117","21944971","21764173","21717956","21981559","22219294","22416070","22610218","22845613","23107346","23377403","23652461","23931649","24219588","24532419","24857423","25184586","25530068","25940758","26403121","26890671","27529271","27780550","27904835","28401154","28892232","29381179","29853373","30305843","30750477","31152952",
"South Africa","ZAF","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","151.74192","","","","74.03787","","110.06183","109.44225","109.61099","130.57869","123.38131","120.9816","114.74907","105.62145","107.04727","124.58771","128.6247","141.7438","138.81214","134.55643","129.50941","","","","","","","",
"South Africa","ZAF","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","6.22398648041759","6.19562877951581","6.18412480085038","6.18975895158973","6.21640092379265","6.26417365988677","6.32399309837982","6.39158258660514","6.4633701997695","6.536524961298","6.6075623712338","6.66865744683249","6.7177944017976","6.75887960197857","6.79417052196599","6.82551923138083","6.85382207032774","6.87271395218201","6.88205942973122","6.88986972608561","6.8832031550719","6.87155681790989","6.8795794955077","6.90652105472912","6.95267860359831","6.9828745357924","6.97972734852166","6.96131214098966","6.92509440725521","6.86350696051486","6.77867942897379","6.74376210550302","6.82372696449032","6.79104995962379","6.88942027548972","7.18432218103681","7.45765849680229","7.69460623939871","7.79292170254534","7.84186751558092","7.86511382114964","7.87777125705272","7.88317704045598","7.89592413929714","7.92929421002483","7.98232557153138","8.02539975060222","8.0538737089399","8.0734511546256","8.06512851287166","8.02971010806705","7.98603476399272","7.97327848138582","8.00896703109196","8.05745501225944","8.09629125525776","8.26826592377932","8.51337906169607","8.70404612318423","8.9234390440694","9.13345017402681","9.28437276415596","9.45022709772929","9.6663098397114","9.92284756347879",
"South Africa","ZAF","Population ages 80 and above, female (% of female population)","SP.POP.80UP.FE.5Y","0.562117378134965","0.553466761496098","0.545859099866593","0.539121527171809","0.532861195023071","0.526680949521826","0.520565685465236","0.514571219061131","0.508468069574907","0.502678990686769","0.497969015311523","0.495384599846794","0.494828067019676","0.495806643136034","0.498829297977772","0.504226151908503","0.512258029900625","0.523209218649393","0.536775043923944","0.55241954194055","0.567139176609425","0.579715748613434","0.591796851637029","0.603187330135074","0.61416594727981","0.625852430000726","0.63794492095962","0.649114015440281","0.65954636092449","0.669578862712654","0.680265072500039","0.694407302179919","0.708484462275513","0.732581487014341","0.749817464519824","0.753498880782108","0.762445643985273","0.78094877247297","0.811430143178122","0.844827456427237","0.881769701792973","0.916060923004983","0.945302202370985","0.968577878267406","0.990045782548559","1.01536823970921","1.04489541186532","1.08371106217812","1.13351126832922","1.190935925085","1.25423491857747","1.31732093672061","1.37578167740073","1.42400511025892","1.45592795889308","1.48290766212289","1.52774848903888","1.57920561083628","1.61942600893328","1.65501770470533","1.67037341393018","1.64088510210201","1.61046822351326","1.59569953792302","1.58402871301154",
"South Africa","ZAF","Population ages 70-74, female (% of female population)","SP.POP.7074.FE.5Y","1.04751281536288","1.03275556501425","1.02073672626773","1.01429065993755","1.014015322304","1.01906302745097","1.02917938432741","1.04387594506774","1.062111330345","1.08275893042804","1.10462084690191","1.12725410092514","1.1485231559361","1.16616131915558","1.18015317579174","1.19060666239956","1.19822098562455","1.20382773290367","1.20763562145287","1.20988174485597","1.20877531730077","1.20731152702583","1.21107066141701","1.2208594013537","1.23935425971238","1.26444072498348","1.28758036498872","1.30617022649292","1.32271626919143","1.3361057027621","1.3444653569842","1.34827010162343","1.34243110014804","1.3403393858897","1.31225822044727","1.26834442180926","1.25441131069598","1.27785297033907","1.34272003080893","1.42906010048819","1.5257571751038","1.61939640573784","1.69845623037903","1.75573766347122","1.78233656629617","1.78050011819996","1.76307998103936","1.74359751318522","1.73058984873682","1.73020874141591","1.73941015149948","1.74430952228638","1.73463588042422","1.7104386311469","1.67290864645352","1.62822044623798","1.60709140708175","1.61409590930339","1.64364829537976","1.70698760331003","1.78885505742939","1.8725194894157","1.96556140953732","2.06381744609151","2.15485011764389",
"South Africa","ZAF","Population ages 65 and above, male","SP.POP.65UP.MA.IN","256993","262961","270203","278732","288379","299074","310713","323189","336320","349904","363688","377383","391094","404996","419004","433212","447528","461899","476512","491321","507553","525904","545775","566875","588908","609806","628966","647631","665236","680749","693869","706537","721889","738226","757788","780816","805315","830081","850593","865174","875631","885465","896618","909903","925396","943559","961380","978009","993695","1005289","1014284","1023264","1039477","1066066","1095106","1128868","1163059","1205801","1265801","1333426","1402483","1464564","1524449","1587118","1654783",
